location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Jersey,2020-05-10,0,0,101073.0,,,
Venezuela,2020-03-28,12,0,28435943.0,6.614,16745.022,0.8
Mauritius,2020-04-08,24,0,1271767.0,10.945,20292.745,3.4
Brunei,2020-04-04,0,0,437483.0,4.591,71809.251,2.7
Germany,2020-01-16,0,0,83783945.0,21.453,45229.245,8.0
Nigeria,2020-03-17,0,0,206139587.0,2.751,5338.454,
Senegal,2020-06-07,94,2,16743930.0,3.008,2470.58,
Cameroon,2020-05-16,151,1,26545864.0,3.165,3364.926,1.3
Monaco,2020-01-07,0,0,39244.0,,,13.8
Montserrat,2020-05-14,0,0,4999.0,,,
Albania,2020-05-07,12,0,2877800.0,13.188,11803.431,2.89
Moldova,2020-05-19,78,4,4033963.0,10.864,5189.972,5.8
Puerto Rico,2020-04-10,63,9,2860840.0,15.168,35044.67,
United Kingdom,2020-06-08,1326,77,67886004.0,18.517,39753.244,2.54
Sudan,2020-03-15,0,1,43849269.0,3.548,4466.507,0.8
Nigeria,2020-02-01,0,0,206139587.0,2.751,5338.454,
French Polynesia,2020-03-28,0,0,280904.0,7.775,,
Bolivia,2020-05-13,133,6,11673029.0,6.704,6885.829,1.1
Andorra,2020-05-18,0,0,77265.0,,,
Germany,2020-01-26,0,0,83783945.0,21.453,45229.245,8.0
Switzerland,2020-05-03,112,32,8654618.0,18.436,57410.166,4.53
United States,2020-04-08,30613,1906,331002647.0,15.413,54225.446,2.77
Kazakhstan,2020-05-20,218,0,18776707.0,6.991,24055.588,6.7
Singapore,2020-02-13,3,0,5850343.0,12.922,85535.383,2.4
Libya,2020-05-28,22,1,6871287.0,4.424,17881.509,3.7
Kuwait,2020-05-22,1041,5,4270563.0,2.345,65530.537,2.0
Italy,2020-01-09,0,0,60461828.0,23.021,35220.084,3.18
Botswana,2020-05-24,0,0,2351625.0,3.941,15807.374,1.8
Slovakia,2020-05-01,5,1,5459643.0,15.07,30155.152,5.82
World,2020-05-26,89096,3383,7794798729.0,8.696,15469.207,2.705
Canada,2020-06-10,409,62,37742157.0,16.984,44017.591,2.5
Bosnia and Herzegovina,2020-04-04,54,1,3280815.0,16.569,11713.895,3.5
Jersey,2020-04-10,13,0,101073.0,,,
Denmark,2020-06-10,39,0,5792203.0,19.677,46682.515,2.5
Azerbaijan,2020-04-05,78,0,10139175.0,6.018,15847.419,4.7
China,2020-02-05,3872,66,1439323774.0,10.641,15308.712,4.34
Honduras,2020-05-25,207,6,9904608.0,4.652,4541.795,0.7
Azerbaijan,2020-05-24,127,3,10139175.0,6.018,15847.419,4.7
Timor,2020-04-11,0,0,1318442.0,3.556,6570.102,5.9
Netherlands,2020-02-17,0,0,17134873.0,18.779,48472.545,3.32
Eritrea,2020-06-01,0,0,3546427.0,3.607,1510.459,0.7
United Kingdom,2020-02-29,2,0,67886004.0,18.517,39753.244,2.54
Iraq,2020-04-22,28,1,40222503.0,3.186,15663.986,1.4
Bahrain,2020-05-25,336,1,1701583.0,2.372,43290.705,2.0
Central African Republic,2020-04-08,0,0,4829764.0,3.655,661.24,1.0
Czech Republic,2020-05-19,111,0,10708982.0,19.027,32605.906,6.63
Saint Lucia,2020-06-02,0,0,183629.0,9.721,12951.839,1.3
Saint Lucia,2020-03-18,0,0,183629.0,9.721,12951.839,1.3
Nigeria,2020-01-22,0,0,206139587.0,2.751,5338.454,
Cambodia,2020-03-21,23,0,16718971.0,4.412,3645.07,0.8
Bangladesh,2020-04-14,182,5,164689383.0,5.098,3523.984,0.8
Iceland,2020-03-15,21,0,341250.0,14.431,46482.958,2.91
Guatemala,2020-05-15,176,0,17915567.0,4.694,7423.808,0.6
Liechtenstein,2020-03-05,1,0,38137.0,,,2.397
Belgium,2020-05-31,125,10,11589616.0,18.571,42658.576,5.64
Finland,2020-02-21,0,0,5540718.0,21.228,40585.721,3.28
Rwanda,2020-03-25,4,0,12952209.0,2.974,1854.211,
Moldova,2020-03-20,13,0,4033963.0,10.864,5189.972,5.8
Estonia,2020-01-08,0,0,1326539.0,19.452,29481.252,4.69
Cote d'Ivoire,2020-03-19,1,0,26378275.0,2.933,3601.006,
Philippines,2020-01-16,0,0,109581085.0,4.803,7599.188,1.0
Faeroe Islands,2020-05-08,0,0,48865.0,,,
India,2020-03-12,23,0,1380004385.0,5.989,6426.674,0.53
Zimbabwe,2020-04-06,0,0,14862927.0,2.822,1899.775,1.7
Moldova,2020-05-23,143,4,4033963.0,10.864,5189.972,5.8
Italy,2020-01-06,0,0,60461828.0,23.021,35220.084,3.18
Dominican Republic,2020-01-21,0,0,10847904.0,6.981,14600.861,1.6
Jersey,2020-05-16,0,0,101073.0,,,
India,2020-01-13,0,0,1380004385.0,5.989,6426.674,0.53
Finland,2020-01-29,0,0,5540718.0,21.228,40585.721,3.28
Colombia,2020-06-03,1340,40,50882884.0,7.646,13254.949,1.71
Lebanon,2020-04-14,2,0,6825442.0,8.514,13367.565,2.9
Mexico,2020-02-17,0,0,128932753.0,6.857,17336.469,1.38
Lithuania,2020-05-13,6,0,2722291.0,19.002,29524.265,6.56
Rwanda,2020-03-17,0,0,12952209.0,2.974,1854.211,
Croatia,2020-01-21,0,0,4105268.0,19.724,22669.797,5.54
Mali,2020-04-28,19,0,20250834.0,2.519,2014.306,0.1
Cayman Islands,2020-04-23,0,0,65720.0,,49903.029,
Austria,2020-05-20,78,3,9006400.0,19.202,45436.686,7.37
Mauritania,2020-03-17,0,0,4649660.0,3.138,3597.633,
Luxembourg,2020-01-22,0,0,625976.0,14.312,94277.965,4.51
Monaco,2020-03-25,4,0,39244.0,,,13.8
Senegal,2020-03-11,0,0,16743930.0,3.008,2470.58,
Colombia,2020-05-17,723,16,50882884.0,7.646,13254.949,1.71
Estonia,2020-03-02,0,0,1326539.0,19.452,29481.252,4.69
Bangladesh,2020-05-05,688,5,164689383.0,5.098,3523.984,0.8
Hungary,2020-03-26,35,0,9660350.0,18.577,26777.561,7.02
Jamaica,2020-04-10,0,0,2961161.0,9.684,8193.571,1.7
New Zealand,2020-02-08,0,0,4822233.0,15.322,36085.843,2.61
Senegal,2020-05-22,98,3,16743930.0,3.008,2470.58,
Guinea-Bissau,2020-05-03,0,0,1967998.0,3.002,1548.675,
Seychelles,2020-05-17,0,0,98340.0,8.606,26382.287,3.6
Macedonia,2020-02-17,0,0,2083380.0,13.26,13111.214,4.28
Eritrea,2020-05-09,0,0,3546427.0,3.607,1510.459,0.7
United Kingdom,2020-01-20,0,0,67886004.0,18.517,39753.244,2.54
Isle of Man,2020-04-26,0,0,85032.0,,,
Brazil,2020-03-30,352,22,212559409.0,8.552,14103.452,2.2
Liechtenstein,2020-04-06,1,0,38137.0,,,2.397
Belarus,2020-04-20,0,2,9449321.0,14.799,17167.967,11.0
Aruba,2020-04-29,0,0,106766.0,13.085,35973.781,
Bosnia and Herzegovina,2020-04-12,47,0,3280815.0,16.569,11713.895,3.5
Romania,2020-03-14,25,0,19237682.0,17.85,23313.199,6.892
Finland,2020-04-04,97,1,5540718.0,21.228,40585.721,3.28
Cote d'Ivoire,2020-04-13,41,1,26378275.0,2.933,3601.006,
Czech Republic,2020-04-14,68,5,10708982.0,19.027,32605.906,6.63
British Virgin Islands,2020-05-24,0,0,30237.0,,,
French Polynesia,2020-03-19,3,0,280904.0,7.775,,
Ghana,2020-03-31,0,0,31072945.0,3.385,4227.63,0.9
Georgia,2020-03-06,6,0,3989175.0,14.864,9745.079,2.6
Guatemala,2020-04-04,3,0,17915567.0,4.694,7423.808,0.6
Congo,2020-05-16,0,0,5518092.0,3.402,4881.406,
India,2020-02-07,0,0,1380004385.0,5.989,6426.674,0.53
Poland,2020-05-27,443,17,37846605.0,16.763,27216.445,6.62
Mauritius,2020-04-02,11,2,1271767.0,10.945,20292.745,3.4
Mongolia,2020-05-30,0,0,3278292.0,4.031,11840.846,7.0
Finland,2020-06-05,0,1,5540718.0,21.228,40585.721,3.28
France,2020-01-05,0,0,65273512.0,19.718,38605.671,5.98
Malta,2020-04-25,1,0,441539.0,19.426,36513.323,4.485
Laos,2020-04-29,0,0,7275556.0,4.029,6397.36,1.5
Tajikistan,2020-06-06,81,0,9537642.0,3.466,2896.913,4.8
Croatia,2020-05-04,8,2,4105268.0,19.724,22669.797,5.54
San Marino,2020-04-15,16,0,33938.0,,56861.47,3.8
Faeroe Islands,2020-05-17,0,0,48865.0,,,
Bahrain,2020-06-08,380,2,1701583.0,2.372,43290.705,2.0
Turks and Caicos Islands,2020-03-29,3,0,38718.0,,,
Kenya,2020-03-06,0,0,53771300.0,2.686,2993.028,1.4
Cayman Islands,2020-05-27,3,0,65720.0,,49903.029,
Sint Maarten (Dutch part),2020-04-21,1,0,42882.0,,36327.232,
Canada,2020-04-20,1436,113,37742157.0,16.984,44017.591,2.5
Brunei,2020-05-11,0,0,437483.0,4.591,71809.251,2.7
Guinea,2020-05-14,161,3,13132792.0,3.135,1998.926,0.3
Italy,2020-04-17,3786,525,60461828.0,23.021,35220.084,3.18
Sweden,2020-02-06,0,0,10099270.0,19.985,46949.283,2.22
Cape Verde,2020-04-18,1,0,555988.0,4.46,6222.554,2.1
Australia,2020-02-04,0,0,25499881.0,15.504,44648.71,3.84
India,2020-03-05,22,0,1380004385.0,5.989,6426.674,0.53
Liberia,2020-04-03,0,0,5057677.0,3.057,752.788,0.8
Chad,2020-05-10,62,3,16425859.0,2.486,1768.153,
Netherlands,2020-03-20,409,18,17134873.0,18.779,48472.545,3.32
Faeroe Islands,2020-06-09,0,0,48865.0,,,
Burkina Faso,2020-04-22,19,0,20903278.0,2.409,1703.102,0.4
Russia,2020-03-22,53,0,145934460.0,14.178,24765.954,8.05
Yemen,2020-05-30,9,9,29825968.0,2.922,1479.147,0.7
Armenia,2020-05-11,138,1,2963234.0,11.232,8787.58,4.2
Belize,2020-04-12,3,0,397621.0,3.853,7824.362,1.3
Central African Republic,2020-06-05,99,0,4829764.0,3.655,661.24,1.0
Georgia,2020-05-05,4,0,3989175.0,14.864,9745.079,2.6
Cape Verde,2020-03-29,0,0,555988.0,4.46,6222.554,2.1
Finland,2020-06-02,26,0,5540718.0,21.228,40585.721,3.28
Timor,2020-04-01,0,0,1318442.0,3.556,6570.102,5.9
Zambia,2020-04-07,0,0,18383956.0,2.48,3689.251,2.0
Nepal,2020-01-22,0,0,29136808.0,5.809,2442.804,0.3
United Arab Emirates,2020-06-10,528,2,9890400.0,1.144,67293.483,1.2
Seychelles,2020-05-13,0,0,98340.0,8.606,26382.287,3.6
Cambodia,2020-02-01,0,0,16718971.0,4.412,3645.07,0.8
Norway,2020-01-30,0,0,5421242.0,16.821,64800.057,3.6
Colombia,2020-03-18,8,0,50882884.0,7.646,13254.949,1.71
Kyrgyzstan,2020-04-19,48,0,6524191.0,4.489,3393.474,4.5
Sweden,2020-05-14,637,147,10099270.0,19.985,46949.283,2.22
Faeroe Islands,2020-05-01,0,0,48865.0,,,
Qatar,2020-04-13,251,1,2881060.0,1.307,116935.6,1.2
Kosovo,2020-04-25,34,0,1932774.0,,9795.834,
Senegal,2020-03-26,13,0,16743930.0,3.008,2470.58,
United States Virgin Islands,2020-04-09,0,0,104423.0,18.601,,
Greenland,2020-04-07,0,0,56772.0,,,
Vietnam,2020-05-19,4,0,97338583.0,7.15,6171.884,2.6
Comoros,2020-05-16,0,0,869595.0,2.963,1413.89,2.2
Poland,2020-04-16,380,23,37846605.0,16.763,27216.445,6.62
Monaco,2020-05-03,0,0,39244.0,,,13.8
Malta,2020-03-25,17,0,441539.0,19.426,36513.323,4.485
Democratic Republic of Congo,2020-03-16,0,0,89561404.0,3.02,808.133,
Nepal,2020-05-17,15,1,29136808.0,5.809,2442.804,0.3
Netherlands,2020-03-30,1104,132,17134873.0,18.779,48472.545,3.32
World,2020-05-10,90155,4440,7794798729.0,8.696,15469.207,2.705
Angola,2020-03-22,2,0,32866268.0,2.405,5819.495,
Algeria,2020-05-03,141,6,43851043.0,6.211,13913.839,1.9
New Zealand,2020-02-18,0,0,4822233.0,15.322,36085.843,2.61
United States,2020-03-18,1766,23,331002647.0,15.413,54225.446,2.77
Trinidad and Tobago,2020-05-26,0,0,1399491.0,10.014,28763.071,3.0
Gabon,2020-03-31,0,0,2225728.0,4.45,16562.413,6.3
Monaco,2020-06-09,0,0,39244.0,,,13.8
South Africa,2020-04-13,145,0,59308690.0,5.344,12294.876,2.32
Comoros,2020-05-09,0,0,869595.0,2.963,1413.89,2.2
Algeria,2020-01-24,0,0,43851043.0,6.211,13913.839,1.9
Mexico,2020-04-08,346,16,128932753.0,6.857,17336.469,1.38
Guyana,2020-05-19,7,0,786559.0,5.305,7435.047,1.6
Afghanistan,2020-02-26,0,0,38928341.0,2.581,1803.987,0.5
Macedonia,2020-05-13,10,1,2083380.0,13.26,13111.214,4.28
Azerbaijan,2020-05-20,231,1,10139175.0,6.018,15847.419,4.7
Switzerland,2020-03-22,1237,13,8654618.0,18.436,57410.166,4.53
Jordan,2020-05-20,20,0,10203140.0,3.81,8337.49,1.4
Cameroon,2020-05-21,204,6,26545864.0,3.165,3364.926,1.3
Cyprus,2020-03-31,16,1,875899.0,13.416,32415.132,3.4
Cyprus,2020-04-19,26,0,875899.0,13.416,32415.132,3.4
Isle of Man,2020-05-27,0,0,85032.0,,,
Finland,2020-05-18,61,1,5540718.0,21.228,40585.721,3.28
Australia,2020-06-01,10,0,25499881.0,15.504,44648.71,3.84
Jamaica,2020-04-16,20,0,2961161.0,9.684,8193.571,1.7
Sweden,2020-02-25,0,0,10099270.0,19.985,46949.283,2.22
Madagascar,2020-04-18,6,0,27691019.0,2.929,1416.44,0.2
Nigeria,2020-01-16,0,0,206139587.0,2.751,5338.454,
Bolivia,2020-04-01,8,1,11673029.0,6.704,6885.829,1.1
France,2020-02-03,0,0,65273512.0,19.718,38605.671,5.98
Dominica,2020-04-06,0,0,71991.0,,9673.367,3.8
Portugal,2020-03-11,2,0,10196707.0,21.502,27936.896,3.39
Burkina Faso,2020-05-21,3,0,20903278.0,2.409,1703.102,0.4
Afghanistan,2020-05-25,584,2,38928341.0,2.581,1803.987,0.5
World,2020-06-01,107968,2910,7794798729.0,8.696,15469.207,2.705
Panama,2020-04-30,178,2,4314768.0,7.918,22267.037,2.3
Burkina Faso,2020-05-27,4,1,20903278.0,2.409,1703.102,0.4
Bahamas,2020-03-30,3,0,393248.0,8.996,27717.847,2.9
France,2020-01-26,0,0,65273512.0,19.718,38605.671,5.98
Dominican Republic,2020-01-31,0,0,10847904.0,6.981,14600.861,1.6
Andorra,2020-05-07,0,0,77265.0,,,
Barbados,2020-03-23,3,0,287371.0,14.952,16978.068,5.8
Bahrain,2020-01-23,0,0,1701583.0,2.372,43290.705,2.0
Russia,2020-04-07,954,2,145934460.0,14.178,24765.954,8.05
Gabon,2020-04-23,10,0,2225728.0,4.45,16562.413,6.3
Luxembourg,2020-05-18,15,3,625976.0,14.312,94277.965,4.51
Jersey,2020-04-20,4,0,101073.0,,,
Greenland,2020-05-12,0,0,56772.0,,,
Jamaica,2020-03-19,2,0,2961161.0,9.684,8193.571,1.7
Venezuela,2020-03-25,7,0,28435943.0,6.614,16745.022,0.8
Mali,2020-04-25,16,0,20250834.0,2.519,2014.306,0.1
French Polynesia,2020-03-27,5,0,280904.0,7.775,,
Malaysia,2020-03-26,172,4,32365998.0,6.293,26808.164,1.9
Bermuda,2020-05-03,0,1,62273.0,,50669.315,
Barbados,2020-04-07,4,1,287371.0,14.952,16978.068,5.8
Brazil,2020-01-18,0,0,212559409.0,8.552,14103.452,2.2
Spain,2020-01-25,0,0,46754783.0,19.436,34272.36,2.97
Austria,2020-02-10,0,0,9006400.0,19.202,45436.686,7.37
World,2020-06-02,100481,3577,7794798729.0,8.696,15469.207,2.705
Saint Vincent and the Grenadines,2020-05-04,1,0,110947.0,7.724,10727.146,2.6
Mongolia,2020-03-10,1,0,3278292.0,4.031,11840.846,7.0
Iceland,2020-04-16,7,0,341250.0,14.431,46482.958,2.91
Palestine,2020-06-01,1,0,5101416.0,3.043,4449.898,
Mozambique,2020-03-23,1,0,31255435.0,3.158,1136.103,0.7
Portugal,2020-06-02,200,14,10196707.0,21.502,27936.896,3.39
Luxembourg,2020-03-18,59,0,625976.0,14.312,94277.965,4.51
Macedonia,2020-01-03,0,0,2083380.0,13.26,13111.214,4.28
Indonesia,2020-02-28,0,0,273523621.0,5.319,11188.744,1.04
Vietnam,2020-04-10,2,0,97338583.0,7.15,6171.884,2.6
Ireland,2020-02-05,0,0,4937796.0,13.928,67335.293,2.96
Sweden,2020-05-19,234,19,10099270.0,19.985,46949.283,2.22
Guam,2020-05-15,2,0,168783.0,9.551,,
Switzerland,2020-05-07,51,22,8654618.0,18.436,57410.166,4.53
Bangladesh,2020-03-12,0,0,164689383.0,5.098,3523.984,0.8
Swaziland,2020-04-16,1,0,1160164.0,3.163,7738.975,2.1
United Arab Emirates,2020-02-15,0,0,9890400.0,1.144,67293.483,1.2
United Kingdom,2020-05-08,5514,539,67886004.0,18.517,39753.244,2.54
Serbia,2020-05-03,157,4,6804596.0,17.366,14048.881,5.609
Maldives,2020-04-25,18,0,540542.0,4.12,15183.616,
Cambodia,2020-05-12,0,0,16718971.0,4.412,3645.07,0.8
Uruguay,2020-04-28,14,0,3473727.0,14.655,20551.409,2.8
Panama,2020-04-20,194,6,4314768.0,7.918,22267.037,2.3
Portugal,2020-03-18,117,1,10196707.0,21.502,27936.896,3.39
Italy,2020-06-02,178,60,60461828.0,23.021,35220.084,3.18
Costa Rica,2020-05-08,4,0,5094114.0,9.468,15524.995,1.13
Lithuania,2020-04-26,16,1,2722291.0,19.002,29524.265,6.56
Palestine,2020-05-20,3,0,5101416.0,3.043,4449.898,
Russia,2020-01-12,0,0,145934460.0,14.178,24765.954,8.05
Venezuela,2020-04-04,0,0,28435943.0,6.614,16745.022,0.8
Oman,2020-02-15,0,0,5106622.0,2.355,37960.709,1.6
Denmark,2020-04-18,194,15,5792203.0,19.677,46682.515,2.5
Anguilla,2020-03-30,0,0,15002.0,,,
Dominican Republic,2020-03-19,10,0,10847904.0,6.981,14600.861,1.6
Azerbaijan,2020-02-18,0,0,10139175.0,6.018,15847.419,4.7
Japan,2020-05-06,123,22,126476458.0,27.049,39002.223,13.05
Lebanon,2020-02-05,0,0,6825442.0,8.514,13367.565,2.9
Nicaragua,2020-05-24,0,0,6624554.0,5.445,5321.444,0.9
Saint Kitts and Nevis,2020-06-07,0,0,53192.0,,24654.385,2.3
Congo,2020-05-19,0,0,5518092.0,3.402,4881.406,
Sri Lanka,2020-05-07,26,0,21413250.0,10.069,11669.077,3.6
Greece,2020-01-07,0,0,10423056.0,20.396,24574.382,4.21
Ireland,2020-04-25,577,35,4937796.0,13.928,67335.293,2.96
Sri Lanka,2020-04-27,61,0,21413250.0,10.069,11669.077,3.6
Italy,2020-05-25,531,50,60461828.0,23.021,35220.084,3.18
Cambodia,2020-04-25,0,0,16718971.0,4.412,3645.07,0.8
Morocco,2020-05-29,42,0,36910558.0,6.769,7485.013,1.1
Ireland,2020-01-05,0,0,4937796.0,13.928,67335.293,2.96
Canada,2020-05-17,1251,117,37742157.0,16.984,44017.591,2.5
Moldova,2020-03-11,2,0,4033963.0,10.864,5189.972,5.8
Uruguay,2020-03-17,21,0,3473727.0,14.655,20551.409,2.8
Tanzania,2020-06-04,0,0,59734213.0,3.108,2683.304,0.7
Jamaica,2020-03-13,4,0,2961161.0,9.684,8193.571,1.7
Guam,2020-05-30,0,0,168783.0,9.551,,
Madagascar,2020-05-12,15,0,27691019.0,2.929,1416.44,0.2
Monaco,2020-05-13,0,0,39244.0,,,13.8
Canada,2020-01-03,0,0,37742157.0,16.984,44017.591,2.5
Dominica,2020-03-26,5,0,71991.0,,9673.367,3.8
Ecuador,2020-04-06,181,8,17643060.0,7.104,10581.936,1.5
Kyrgyzstan,2020-05-28,74,0,6524191.0,4.489,3393.474,4.5
Estonia,2020-03-23,20,0,1326539.0,19.452,29481.252,4.69
Liberia,2020-03-20,0,0,5057677.0,3.057,752.788,0.8
Libya,2020-04-25,1,0,6871287.0,4.424,17881.509,3.7
Ecuador,2020-01-30,0,0,17643060.0,7.104,10581.936,1.5
New Zealand,2020-06-09,0,0,4822233.0,15.322,36085.843,2.61
Russia,2020-04-06,658,2,145934460.0,14.178,24765.954,8.05
Faeroe Islands,2020-04-20,1,0,48865.0,,,
Singapore,2020-05-11,876,0,5850343.0,12.922,85535.383,2.4
Cambodia,2020-04-11,1,0,16718971.0,4.412,3645.07,0.8
Seychelles,2020-03-31,2,0,98340.0,8.606,26382.287,3.6
Cape Verde,2020-05-27,0,1,555988.0,4.46,6222.554,2.1
Liechtenstein,2020-03-19,18,0,38137.0,,,2.397
Maldives,2020-05-29,56,0,540542.0,4.12,15183.616,
Saint Kitts and Nevis,2020-05-30,0,0,53192.0,,24654.385,2.3
Mauritania,2020-03-31,0,0,4649660.0,3.138,3597.633,
Falkland Islands,2020-05-08,0,0,3483.0,,,
Japan,2020-04-19,566,7,126476458.0,27.049,39002.223,13.05
Dominican Republic,2020-04-01,208,9,10847904.0,6.981,14600.861,1.6
Tunisia,2020-05-12,0,0,11818618.0,8.001,10849.297,2.3
Tunisia,2020-04-20,13,1,11818618.0,8.001,10849.297,2.3
Mozambique,2020-04-08,0,0,31255435.0,3.158,1136.103,0.7
Cambodia,2020-02-28,0,0,16718971.0,4.412,3645.07,0.8
Russia,2020-05-28,8338,161,145934460.0,14.178,24765.954,8.05
Serbia,2020-03-18,15,0,6804596.0,17.366,14048.881,5.609
Peru,2020-04-09,1388,14,32971846.0,7.151,12236.706,1.6
China,2020-02-09,2607,89,1439323774.0,10.641,15308.712,4.34
Liechtenstein,2020-05-20,0,0,38137.0,,,2.397
Benin,2020-03-30,0,0,12123198.0,3.244,2064.236,0.5
Paraguay,2020-05-27,12,0,7132530.0,6.378,8827.01,1.3
Latvia,2020-05-12,7,0,1886202.0,19.754,25063.846,5.57
Niger,2020-05-28,3,1,24206636.0,2.553,926.0,0.3
Zimbabwe,2020-04-10,0,1,14862927.0,2.822,1899.775,1.7
Niger,2020-04-18,18,3,24206636.0,2.553,926.0,0.3
Taiwan,2020-04-16,0,0,23816775.0,,,
Peru,2020-05-25,4205,83,32971846.0,7.151,12236.706,1.6
Germany,2020-04-19,2458,184,83783945.0,21.453,45229.245,8.0
Tunisia,2020-06-01,1,0,11818618.0,8.001,10849.297,2.3
Dominica,2020-06-01,0,0,71991.0,,9673.367,3.8
Greece,2020-04-20,28,5,10423056.0,20.396,24574.382,4.21
Benin,2020-04-14,0,0,12123198.0,3.244,2064.236,0.5
Sierra Leone,2020-05-06,21,2,7976985.0,2.538,1390.3,
Zambia,2020-05-12,0,0,18383956.0,2.48,3689.251,2.0
Cyprus,2020-04-01,32,1,875899.0,13.416,32415.132,3.4
Ghana,2020-03-13,2,0,31072945.0,3.385,4227.63,0.9
Timor,2020-04-10,1,0,1318442.0,3.556,6570.102,5.9
Dominican Republic,2020-06-01,377,4,10847904.0,6.981,14600.861,1.6
Bosnia and Herzegovina,2020-05-06,20,1,3280815.0,16.569,11713.895,3.5
Bahamas,2020-04-28,0,0,393248.0,8.996,27717.847,2.9
Nicaragua,2020-05-13,9,3,6624554.0,5.445,5321.444,0.9
Ecuador,2020-06-05,0,0,17643060.0,7.104,10581.936,1.5
Belgium,2020-02-13,0,0,11589616.0,18.571,42658.576,5.64
Thailand,2020-02-11,0,0,69799978.0,11.373,16277.671,2.1
Kazakhstan,2020-06-08,165,3,18776707.0,6.991,24055.588,6.7
Greece,2020-02-28,2,0,10423056.0,20.396,24574.382,4.21
Croatia,2020-01-11,0,0,4105268.0,19.724,22669.797,5.54
Belarus,2020-02-24,0,0,9449321.0,14.799,17167.967,11.0
Croatia,2020-02-08,0,0,4105268.0,19.724,22669.797,5.54
Taiwan,2020-01-10,0,0,23816775.0,,,
Philippines,2020-04-27,285,7,109581085.0,4.803,7599.188,1.0
Chile,2020-05-24,3536,43,19116209.0,11.087,22767.037,2.11
Senegal,2020-03-17,1,0,16743930.0,3.008,2470.58,
Guam,2020-04-29,1,0,168783.0,9.551,,
South Africa,2020-02-29,0,0,59308690.0,5.344,12294.876,2.32
Burkina Faso,2020-05-19,0,0,20903278.0,2.409,1703.102,0.4
Japan,2020-03-22,39,1,126476458.0,27.049,39002.223,13.05
United States Virgin Islands,2020-05-06,0,0,104423.0,18.601,,
Mauritania,2020-04-26,0,0,4649660.0,3.138,3597.633,
Malaysia,2020-03-03,0,0,32365998.0,6.293,26808.164,1.9
Nigeria,2020-04-20,85,2,206139587.0,2.751,5338.454,
Grenada,2020-05-13,0,0,112519.0,7.304,13593.877,3.7
Oman,2020-04-04,0,0,5106622.0,2.355,37960.709,1.6
Belgium,2020-01-03,0,0,11589616.0,18.571,42658.576,5.64
Sri Lanka,2020-04-09,4,1,21413250.0,10.069,11669.077,3.6
Nicaragua,2020-04-23,0,0,6624554.0,5.445,5321.444,0.9
South Korea,2020-03-28,146,5,51269183.0,13.914,35938.374,12.27
United Kingdom,2020-03-19,680,34,67886004.0,18.517,39753.244,2.54
World,2020-04-19,79741,6493,7794798729.0,8.696,15469.207,2.705
Saint Kitts and Nevis,2020-05-06,0,0,53192.0,,24654.385,2.3
Mongolia,2020-05-24,0,0,3278292.0,4.031,11840.846,7.0
Zimbabwe,2020-05-18,2,0,14862927.0,2.822,1899.775,1.7
Barbados,2020-05-26,0,0,287371.0,14.952,16978.068,5.8
Australia,2020-03-28,212,0,25499881.0,15.504,44648.71,3.84
Nepal,2020-04-26,0,0,29136808.0,5.809,2442.804,0.3
Algeria,2020-03-01,2,0,43851043.0,6.211,13913.839,1.9
Sweden,2020-05-11,401,5,10099270.0,19.985,46949.283,2.22
Serbia,2020-04-17,445,4,6804596.0,17.366,14048.881,5.609
Honduras,2020-05-26,239,2,9904608.0,4.652,4541.795,0.7
Hungary,2020-05-23,35,6,9660350.0,18.577,26777.561,7.02
Finland,2020-02-12,0,0,5540718.0,21.228,40585.721,3.28
Algeria,2020-05-28,160,6,43851043.0,6.211,13913.839,1.9
Monaco,2020-01-26,0,0,39244.0,,,13.8
Lithuania,2020-04-23,28,0,2722291.0,19.002,29524.265,6.56
United States,2020-03-31,21595,661,331002647.0,15.413,54225.446,2.77
Barbados,2020-04-27,0,0,287371.0,14.952,16978.068,5.8
Guernsey,2020-03-20,1,0,67052.0,,,
Guinea,2020-05-05,124,2,13132792.0,3.135,1998.926,0.3
United Kingdom,2020-04-03,4244,652,67886004.0,18.517,39753.244,2.54
Mauritania,2020-05-23,0,0,4649660.0,3.138,3597.633,
Germany,2020-05-26,432,45,83783945.0,21.453,45229.245,8.0
Lithuania,2020-05-26,12,0,2722291.0,19.002,29524.265,6.56
Iraq,2020-04-05,106,2,40222503.0,3.186,15663.986,1.4
Lesotho,2020-06-10,0,0,2142252.0,4.506,2851.153,
Burkina Faso,2020-06-06,3,0,20903278.0,2.409,1703.102,0.4
United Arab Emirates,2020-03-30,0,0,9890400.0,1.144,67293.483,1.2
China,2020-04-06,67,2,1439323774.0,10.641,15308.712,4.34
Austria,2020-01-04,0,0,9006400.0,19.202,45436.686,7.37
Algeria,2020-02-05,0,0,43851043.0,6.211,13913.839,1.9
Isle of Man,2020-03-22,1,0,85032.0,,,
Switzerland,2020-04-15,254,42,8654618.0,18.436,57410.166,4.53
Greece,2020-05-17,9,2,10423056.0,20.396,24574.382,4.21
Nepal,2020-04-03,0,0,29136808.0,5.809,2442.804,0.3
Russia,2020-01-27,0,0,145934460.0,14.178,24765.954,8.05
Mauritius,2020-04-01,15,0,1271767.0,10.945,20292.745,3.4
Croatia,2020-04-16,37,3,4105268.0,19.724,22669.797,5.54
